strategy,capital_krw,top_n,cagr,sharpe,max_drawdown,tracking_error,historical_tracking_pass,avg_cash_ratio,max_cash_ratio,avg_positions,min_positions,avg_position_fill,min_position_fill,max_target_weight,fidelity_pass
cap_top20_intlot_10m,10000000,20,0.1338745079543293,0.6646091551848413,-0.3894752404205608,0.059618027497788724,false,0.26869968859375,0.41150746,13.083333333333334,7,0.6541666666666667,0.35,0.46847739612633416,false
cap_top50_intlot_10m,10000000,50,0.12143957475801614,0.6411682085279984,-0.3706287789332857,0.03407611087515893,true,0.39156350378125,0.46635877,21.520833333333332,10,0.43041666666666667,0.2,0.3853578168493239,false
cap_top100_intlot_10m,10000000,100,0.11645247665913683,0.6328588643541302,-0.38656386640262985,0.020553756666839028,true,0.4627623827968749,0.5397517495,26.979166666666668,12,0.2697916666666667,0.12,0.34700861302038577,false
cap_top20_intlot_30m,30000000,20,0.1338745079543293,0.6646091551848413,-0.3894752404205608,0.059618027497788724,false,0.09737351340625,0.1776936325,18.833333333333332,14,0.9416666666666668,0.7,0.46847739612633416,false
cap_top50_intlot_30m,30000000,50,0.12143957475801614,0.6411682085279984,-0.3706287789332857,0.03407611087515893,true,0.16598520565625,0.2647037725,41.0,28,0.82,0.56,0.3853578168493239,false
cap_top100_intlot_30m,30000000,100,0.11645247665913683,0.6328588643541302,-0.38656386640262985,0.020553756666839028,true,0.225868730171875,0.31549927,63.958333333333336,37,0.6395833333333334,0.37,0.34700861302038577,false
cap_top20_intlot_100m,100000000,20,0.1338745079543293,0.6646091551848413,-0.3894752404205608,0.059618027497788724,false,0.02742609715,0.06411432475,19.979166666666668,19,0.9989583333333334,0.95,0.46847739612633416,false
cap_top50_intlot_100m,100000000,50,0.12143957475801614,0.6411682085279984,-0.3706287789332857,0.03407611087515893,true,0.04866613215625,0.094969441,49.541666666666664,46,0.9908333333333333,0.92,0.3853578168493239,true
cap_top100_intlot_100m,100000000,100,0.11645247665913683,0.6328588643541302,-0.38656386640262985,0.020553756666839028,true,0.0742562393125,0.13166231815,93.41666666666667,82,0.9341666666666667,0.82,0.34700861302038577,false
